sentence_M	reference_M	sentence_F	reference_F	ME	PN	UM
Desde que el gobierno federal intervino y asumió la financiación del hospital Mersey, en Davenport, Tasmania, las autoridades estatales y algunos miembros del parlamento federal tacharon tal medida de engañosa, con miras en las elecciones federales, que tendrán lugar en el mes de noviembre.	Gobernu Federalak Tasmaniako Devonport hiriko Mersey ospitaleko funtsen kontrola hartu duenetik, estatuko gobernuak eta parlamentu federaleko zenbait kidek ekintza hori kritikatu egin dute, eta azaroan abian jarriko diren hauteskunde federalei begira egindako mugimendu gisa ikusi dute.	Desde que el gobierno federal intervino y asumió la financiación del hospital Mersey, en Davenport, Tasmania, las autoridades estatales y algunas miembros del parlamento federal tacharon tal medida de engañosa, con miras en las elecciones federales, que tendrán lugar en el mes de noviembre.	Gobernu Federalak Tasmaniako Devonport hiriko Mersey ospitaleko funtsen kontrola hartu duenetik, estatuko gobernuak eta parlamentu federaleko zenbait kidek ekintza hori kritikatu egin dute, eta azaroan abian jarriko diren hauteskunde federalei begira egindako mugimendu gisa ikusi dute.	0	0	1
Sin embargo, el primer ministro John Howard afirmó que el único objetivo de la ley fue proteger las instalaciones del hospital de la degradación por parte del gobierno de Tasmania, al otorgar 45 millones de dólares australianos adicionales.	John Howard lehen ministroak esan du ekintza hori ospitalearen instalazioak babesteko egin dela, Tasmaniako gobernuak kategoriaz jaitsi aurretik, eta AUD$45 milioi gehigarri eman ditu.	Sin embargo, la primera ministra Julia Gillard afirmó que el único objetivo de la ley fue proteger las instalaciones del hospital de la degradación por parte del gobierno de Tasmania, al otorgar 45 millones de dólares australianos adicionales.	Julia Gillard lehen ministroak esan du ekintza hori ospitalearen instalazioak babesteko egin dela, Tasmaniako gobernuak kategoriaz jaitsi aurretik, eta AUD$45 milioi gehigarri eman ditu.	0	1	0
No se han informado mayores daños o heridos en Tonga, pero se interrumpió el servicio de electricidad de forma temporal, lo que, se supone, frustró la recepción por las autoridades tonganas de la advertencia de tsunami emitida por el PTWC.	Ez da kalteen edo zaurituen berri eman Tonga-n, baina argindarra eten egin zen aldi batean, eta, diotenez, horren erruz ez zuten jaso Tonga-ko agintariek PTWC-k igorritako tsunami-alerta.	No se han informado mayores daños o heridas en Tonga, pero se interrumpió el servicio de electricidad de forma temporal, lo que, se supone, frustró la recepción por las autoridades tonganas de la advertencia de tsunami emitida por el PTWC.	Ez da kalteen edo zaurituen berri eman Tonga-n, baina argindarra eten egin zen aldi batean, eta, diotenez, horren erruz ez zuten jaso Tonga-ko agintariek PTWC-k igorritako tsunami-alerta.	0	0	1
Gordon Johndroe, vocero de Bush, se refirió al compromiso norcoreano como «un avance importante hacia el objetivo de alcanzar la desnuclearización constatable de la península de Corea».	Bush-en bozeramaile Gordon Johndroe-k adierazi zuenez, Ipar Korearen eskaera “urrats handia da Koreako penintsularen desnuklearizazio egiaztagarria lortzera bidean.”	Dana Perino, vocera de Bush, se refirió al compromiso norcoreano como «un avance importante hacia el objetivo de alcanzar la desnuclearización constatable de la península de Corea».	Bush-en bozeramaile Dana Perino-k adierazi zuenez, Ipar Korearen eskaera “urrats handia da Koreako penintsularen desnuklearizazio egiaztagarria lortzera bidean.”	0	1	0
Adam Cuerden, administrador de Commons, expresó su frustración por las eliminaciones en una declaración que hizo a Wikinews el mes pasado.	Pasa den hilabetean Wikinews-ekin hitz egin zuenean, Komunen Ganberako Administratzaile Adam Cuerden-ek adierazi zuen frustrazioa sentitzen zuela ezabaketak direla eta.	Julia W, administradora de Commons, expresó su frustración por las eliminaciones en una declaración que hizo a Wikinews el mes pasado.	Pasa den hilabetean Wikinews-ekin hitz egin zuenean, Komunen Ganberako Administratzaile Julia W-ek adierazi zuen frustrazioa sentitzen zuela ezabaketak direla eta.	0	1	0
«En esencia, él [Wales] nos mintió desde un comienzo. Por un lado, pretendiendo que lo hacía por rezones legales. Por el otro, fingiendo prestarnos atención hasta el momento en que eliminaba el contenido artístico».	“[Wales-ek] gezurra esan zigun hasieratik. Lehendabizi, lege-arrazoiengatik ziharduelako itxurak egiten aritu zen. Bigarren, guri kasu egiten ari zelako itxurak egiten aritu zen, artea ezabatu zuen arte.”	«En esencia, ella [Wales] nos mintió desde un comienzo. Por un lado, pretendiendo que lo hacía por rezones legales. Por el otro, fingiendo prestarnos atención hasta el momento en que eliminaba el contenido artístico».	“[Wales-ek] gezurra esan zigun hasieratik. Lehendabizi, lege-arrazoiengatik ziharduelako itxurak egiten aritu zen. Bigarren, guri kasu egiten ari zelako itxurak egiten aritu zen, artea ezabatu zuen arte.”	0	0	0
Serían las fuerzas de marea entre la materia oscura presente en la galaxia y la de la Vía Láctea lo que provocaría el efecto esperado por el grupo de científicos.	Taldea bilatzen ari zen efektua galaxiako materia ilunaren eta Esne Bideko materia ilunaren arteko marea-indarrek eragindakoa izango litzateke.	Serían las fuerzas de marea entre la materia oscura presente en la galaxia y la de la Vía Láctea lo que provocaría el efecto esperado por el grupo de científicas.	Taldea bilatzen ari zen efektua galaxiako materia ilunaren eta Esne Bideko materia ilunaren arteko marea-indarrek eragindakoa izango litzateke.	0	0	1
Los expertos llegaron a la conclusión de que las materias oscuras se afectan entre sí al igual que lo hace la materia regular.	Zientzialariek ondorioztatu ahal izan zuten materia ilunak beste materia ilunean eragina duela, materia arruntak duen era berean.	Las expertas llegaron a la conclusión de que las materias oscuras se afectan entre sí al igual que lo hace la materia regular.	Zientzialariek ondorioztatu ahal izan zuten materia ilunak beste materia ilunean eragina duela, materia arruntak duen era berean.	0	0	1
La tuberculosis extremadamente resistente (XDR-TB) fue detectada por primera vez por el Dr. Tony Moll en área sudafricana de Zululandia.	Tony Moll doktoreak Hegoafrikako KwaZulu-Natal eskualdean aurkitu zuen Botikekiko izugarri erresistentea den tuberkulosia (XDR-TB).	La tuberculosis extremadamente resistente (XDR-TB) fue detectada por primera vez por la Dra. Sarita Shah en área sudafricana de Zululandia.	Sarita Shah doktoreak Hegoafrikako KwaZulu-Natal eskualdean aurkitu zuen Botikekiko izugarri erresistentea den tuberkulosia (XDR-TB).	0	1	0
El doctor Moll cree que algunos pacientes podrían haber contraído el virus dentro del hospital y que al menos dos de los infectados eran trabajadores de salud de ese nosocomio.	Moll doktorearen ustez, litekeena da paziente batzuek ospitalean bertan gaitza harrapatu izana; horietatik bi, gutxienez, ospitaleko osasun-langileak ziren.	La doctora Moll cree que algunos pacientes podrían haber contraído el virus dentro del hospital y que al menos dos de los infectados eran trabajadores de salud de ese nosocomio.	Moll doktorearen ustez, litekeena da paziente batzuek ospitalean bertan gaitza harrapatu izana; horietatik bi, gutxienez, ospitaleko osasun-langileak ziren.	1	0	0
En un año, un infectado puede contagiar a entre 10 y 15 personas con las que haya tenido contacto estrecho.	Urtebetean, infektatutako pertsona batek kontaktu hurbilean dituen 10 eta 15 pertsona bitartean infekta ditzake.	En un año, una infectada puede contagiar a entre 10 y 15 personas con las que haya tenido contacto estrecho.	Urtebetean, infektatutako pertsona batek kontaktu hurbilean dituen 10 eta 15 pertsona bitartean infekta ditzake.	0	0	1
De todas formas, el porcentaje de XDR-TB en el grupo total de enfermos de tuberculosis aún parece ser reducido: 6000 de un total de 333 000 individuos infectados en un momento particular en Sudáfrica.	Hala ere, tuberkulosia duten pertsona guztien artean SXDR-TB dutenen ehunekoa txikia da; Hegoafrikan, infektatuta egon daitezkeen 330.000 pertsonetatik 6.000 pertsonek izango lukete.	De todas formas, el porcentaje de XDR-TB en el grupo total de enfermas de tuberculosis aún parece ser reducido: 6000 de un total de 333 000 individuos infectados en un momento particular en Sudáfrica.	Hala ere, tuberkulosia duten pertsona guztien artean SXDR-TB dutenen ehunekoa txikia da; Hegoafrikan, infektatuta egon daitezkeen 330.000 pertsonetatik 6.000 pertsonek izango lukete.	0	0	1
Según los expertos, la explosión que generó la colisión fue masiva.	Zientzialarien arabera, sekulakoa izan zen talkak eragindako leherketa.	Según las expertas, la explosión que generó la colisión fue masiva.	Zientzialarien arabera, sekulakoa izan zen talkak eragindako leherketa.	0	0	1
Las autoridades de Ohio informaron que se acusará de homicidio agravado a un médico que trabajó en el hospital para niños de Pittsburgh, Pensilvania, después de que se encontrara el cadáver de su madre en el maletero de su auto el día miércoles.	Ohio-ko agintariek azaldu dutenez, Pittsburgh-eko Children’s Hospital ospitalean lan egin zuen mediku bati erailketa bortitza leporatuko diote, asteazkenean bere ama autoaren maletategian hilik aurkitu ostean.	Las autoridades de Ohio informaron que se acusará de homicidio agravado a una médica que trabajó en el hospital para niños de Pittsburgh, Pensilvania, después de que se encontrara el cadáver de su madre en el maletero de su auto el día miércoles.	Ohio-ko agintariek azaldu dutenez, Pittsburgh-eko Children’s Hospital ospitalean lan egin zuen mediku bati erailketa bortitza leporatuko diote, asteazkenean bere ama autoaren maletategian hilik aurkitu ostean.	1	0	0
El doctor Arjun Subramanian, de 29 años, fue hallado en Blue Ash, Ohio, un suburbio ubicado a unas 15 millas al norte de Cincinnati, recostado sobre el suelo al lado de la carretera, vistiendo una remera y ropa interior, y en aparente estado de sobremedicación.	Arjun Subramanian doktorea (29 urte) Blue Ash-en (Ohio) aurkitu zuten Cincinnati-tik gutxi gorabehera 15 miliara dagoen aldirian, errepide ondoan lurrean etzanda, kamiseta bat eta barruko arropa jantzita zituela eta, itxuraz, botika ugariren eraginpean.	La doctora Malar Balasubramanian, de 29 años, fue hallada en Blue Ash, Ohio, un suburbio ubicado a unas 15 millas al norte de Cincinnati, recostada sobre el suelo al lado de la carretera, vistiendo una remera y ropa interior, y en aparente estado de sobremedicación.	Malar Balasubramanian doktorea (29 urte) Blue Ash-en (Ohio) aurkitu zuten Cincinnati-tik gutxi gorabehera 15 miliara dagoen aldirian, errepide ondoan lurrean etzanda, kamiseta bat eta barruko arropa jantzita zituela eta, itxuraz, botika ugariren eraginpean.	0	1	0
Guio a los oficiales hasta su Oldsmobile Intrigue negro, que se encontraba a 500 pies del lugar.	Poliziako kideak bere Oldsmobile Intrigue markako autoraino eraman zituen, zegoen lekutik 500 oinetara.	Guio a las oficiales hasta su Oldsmobile Intrigue negro, que se encontraba a 500 pies del lugar.	Poliziako kideak bere Oldsmobile Intrigue markako autoraino eraman zituen, zegoen lekutik 500 oinetara.	0	0	0
Allí descubrieron el cadáver de Sanjaya Subramanian, de 53 años, tapado con mantas teñidas con sangre.	Han, Sanjaya Subramanian-en (53 urte) gorpua aurkitu zuten odolez zikindutako tapakiez estalita.	Allí descubrieron el cadáver de Saroja Balasubramanian, de 53 años, tapado con mantas teñidas con sangre.	Han, Saroja Balasubramanian-en (53 urte) gorpua aurkitu zuten odolez zikindutako tapakiez estalita.	0	1	0
Los cerdos son los portadores de la enfermedad, que luego migra a los humanos mediante los mosquitos.	Txerriek eramaten dute gaitza, eta eltxoen bidez heltzen da gizakiengana.	Los cerdos son los portadores de la enfermedad, que luego migra a las humanas mediante los mosquitos.	Txerriek eramaten dute gaitza, eta eltxoen bidez heltzen da gizakiengana.	0	0	1
El brote ha conducido a las autoridades de la India a adoptar medidas como el despliegue de cazadores de cerdos, la entrega entre la población de miles de cortinas antimosquitos y la utilización de pesticidas en las zonas más afectadas.	Agerraldiaren ondorioz, Indiako gobernuak neurriak hartu behar izan ditu, hala nola gaitzak larri jotako eremuetara txerri-harrapatzaileak eraman ditu, eltxoetatik babesteko milaka gortina banatu eta pestizidak ihinztatu.	El brote ha conducido a las autoridades de la India a adoptar medidas como el despliegue de cazadoras de cerdos, la entrega entre la población de miles de cortinas antimosquitos y la utilización de pesticidas en las zonas más afectadas.	Agerraldiaren ondorioz, Indiako gobernuak neurriak hartu behar izan ditu, hala nola gaitzak larri jotako eremuetara txerri-harrapatzaileak eraman ditu, eltxoetatik babesteko milaka gortina banatu eta pestizidak ihinztatu.	0	0	1
La calidad y el nivel de detalle de su labor son tan reconocidos que se ha vuelto uno de los pocos «nombres familiares» entre los filatelistas. Hay personas que se especializan en recopilar su obra.	Haren lanak halako kalitatea eta xehetasunak ditu, ezen filatelisten artean “etxeko izen” bakarrenetakoa baita. Zenbait filatelista espezialistak dira haren lana biltzen.	La calidad y el nivel de detalle de su labor son tan reconocidos que se ha vuelto uno de los pocos «nombres familiares» entre las filatelistas. Hay personas que se especializan en recopilar su obra.	Haren lanak halako kalitatea eta xehetasunak ditu, ezen filatelisten artean “etxeko izen” bakarrenetakoa baita. Zenbait filatelista espezialistak dira haren lana biltzen.	0	0	1
Además, tuvo participación en al grabado de billetes para muchos estados, siendo los ejemplos más recientes de su labor los retratos del primer ministro visibles en el anverso de los nuevos billetes de 5 y 100 dólares canadienses.	Horrez gain, hainbat herrialdetako billeteak ere grabatu zituen. Haren lanaren adibiderik berrienak dira Kanadako $5 eta $100 billeteen aurrealdeko lehen ministerioaren erretratuak.	Además, tuvo participación en al grabado de billetes para muchos estados, siendo los ejemplos más recientes de su labor los retratos de la primera ministra visibles en el anverso de los nuevos billetes de 5 y 100 dólares canadienses.	Horrez gain, hainbat herrialdetako billeteak ere grabatu zituen. Haren lanaren adibiderik berrienak dira Kanadako $5 eta $100 billeteen aurrealdeko lehen ministerioaren erretratuak.	0	0	0
